numero,codigo,nombre,grupo,descripcion
1474,"160002","CAMARA DE DIPUTADOS",C21_origen_tramite,"CAMARA DE DIPUTADOS"
1475,"180000","FISCALIA DEL DISTRITO DE LA PAZ",C21_origen_tramite,"FISCALIA DEL DISTRITO DE LA PAZ"
1476,"180001","FISCALIA DEL DISTRITO DE COCHABAMBA",C21_origen_tramite,"FISCALIA DEL DISTRITO DE COCHABAMBA"
1477,"180002","FISCALIA DEL DISTRITO DE SANTA CRUZ",C21_origen_tramite,"FISCALIA DEL DISTRITO DE SANTA CRUZ"
1478,"180003","FISCALIA DEL DISTRITO DE CHUQUISACA",C21_origen_tramite,"FISCALIA DEL DISTRITO DE CHUQUISACA"
1479,"180004","FISCALIA DEL DISTRITO DE ORURA",C21_origen_tramite,"FISCALIA DEL DISTRITO DE ORURA"
1480,"180005","FISCALIA DEL DISTRITO DE POTOSI",C21_origen_tramite,"FISCALIA DEL DISTRITO DE POTOSI"
1481,"180006","FISCALIA DEL DISTRITO DE BENI",C21_origen_tramite,"FISCALIA DEL DISTRITO DE BENI"
1482,"180007","FISCALIA DEL DISTRITO PANDO",C21_origen_tramite,"FISCALIA DEL DISTRITO PANDO"
1483,"180008","FISCALIA DEL DISTRITO TARIJA",C21_origen_tramite,"FISCALIA DEL DISTRITO TARIJA"
1484,"180009","FISCALIA DEL DISTRITO DE SANTA CRUZ",C21_origen_tramite,"FISCALIA DEL DISTRITO DE SANTA CRUZ"
1485,"180010","FISCALIA DEL DISTRITO DEL ALTO",C21_origen_tramite,"FISCALIA DEL DISTRITO DEL ALTO"
1486,"190000","BANCO CENTRAL DE BOLIVIA",C21_origen_tramite,"BANCO CENTRAL DE BOLIVIA"
1487,"200000","JUNTA DE SOCIOS",C21_origen_tramite,"JUNTA DE SOCIOS"
1488,"200001","ASAMBLEA DE ACCIONISTAS",C21_origen_tramite,"ASAMBLEA DE ACCIONISTAS"
1489,"200002","REPRESENTANTE LEGAL",C21_origen_tramite,"REPRESENTANTE LEGAL"
1490,"200003","REUNION DE DIRECTORIO",C21_origen_tramite,"REUNION DE DIRECTORIO"
1491,"200004","JUNTA DE ACCIONISTAS",C21_origen_tramite,"JUNTA DE ACCIONISTAS"
1492,"200005","COLEGIO DE AUDITORES Y/O CONTADORES PUBLICOS",C21_origen_tramite,"COLEGIO DE AUDITORES Y/O CONTADORES PUBLICOS"
1493,"200006","CONTADOR / AUDITOR",C21_origen_tramite,"CONTADOR / AUDITOR"
1494,"200007","ARCHIVO JUDICIAL",C21_origen_tramite,"ARCHIVO JUDICIAL"
1495,"200008","ASAMBLEA DE SOCIOS",C21_origen_tramite,"ASAMBLEA DE SOCIOS"
1496,"200009","REUNION DE ADMINISTRADORES",C21_origen_tramite,"REUNION DE ADMINISTRADORES"
1497,"200010","COLEGIO DE ECONOMISTAS",C21_origen_tramite,"COLEGIO DE ECONOMISTAS"
1498,"250000",CONSULADOS,C21_origen_tramite,CONSULADOS
1499,"300000","NOTARIA DE FE PUBLICA DE PRIMERA CLASE",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE PRIMERA CLASE"
1500,"300001","NOTARIA NO 1",C21_origen_tramite,"NOTARIA NO 1"
1501,"300002","NOTARIA NO 2",C21_origen_tramite,"NOTARIA NO 2"
1502,"300003","NOTARIA NO 3",C21_origen_tramite,"NOTARIA NO 3"
1503,"300004","NOTARIA NO 4",C21_origen_tramite,"NOTARIA NO 4"
1504,"300005","NOTARIA NO 5",C21_origen_tramite,"NOTARIA NO 5"
1505,"300006","NOTARIA NO 6",C21_origen_tramite,"NOTARIA NO 6"
1506,"300007","NOTARIA NO 7",C21_origen_tramite,"NOTARIA NO 7"
1507,"300008","NOTARIA NO 8",C21_origen_tramite,"NOTARIA NO 8"
1508,"300009","NOTARIA NO 9",C21_origen_tramite,"NOTARIA NO 9"
1509,"300010","NOTARIA NO 10",C21_origen_tramite,"NOTARIA NO 10"
1510,"300011","NOTARIA NO 11",C21_origen_tramite,"NOTARIA NO 11"
1511,"300012","NOTARIA NO 12",C21_origen_tramite,"NOTARIA NO 12"
1512,"300013","NOTARIA NO 13",C21_origen_tramite,"NOTARIA NO 13"
1513,"300014","NOTARIA NO 14",C21_origen_tramite,"NOTARIA NO 14"
1514,"300015","NOTARIA NO 15",C21_origen_tramite,"NOTARIA NO 15"
1515,"300016","NOTARIA NO 16",C21_origen_tramite,"NOTARIA NO 16"
1516,"300017","NOTARIA NO 17",C21_origen_tramite,"NOTARIA NO 17"
1517,"300018","NOTARIA NO 18",C21_origen_tramite,"NOTARIA NO 18"
1518,"300019","NOTARIA NO 19",C21_origen_tramite,"NOTARIA NO 19"
1519,"300020","NOTARIA NO 20",C21_origen_tramite,"NOTARIA NO 20"
1520,"300021","NOTARIA NO 21",C21_origen_tramite,"NOTARIA NO 21"
1521,"300022","NOTARIA NO 22",C21_origen_tramite,"NOTARIA NO 22"
1522,"300023","NOTARIA NO 23",C21_origen_tramite,"NOTARIA NO 23"
1523,"300024","NOTARIA NO 24",C21_origen_tramite,"NOTARIA NO 24"
1524,"300025","NOTARIA NO 25",C21_origen_tramite,"NOTARIA NO 25"
1525,"300026","NOTARIA NO 26",C21_origen_tramite,"NOTARIA NO 26"
1526,"300027","NOTARIA NO 27",C21_origen_tramite,"NOTARIA NO 27"
1527,"300028","NOTARIA NO 28",C21_origen_tramite,"NOTARIA NO 28"
1528,"300029","NOTARIA NO 29",C21_origen_tramite,"NOTARIA NO 29"
1529,"300030","NOTARIA NO 30",C21_origen_tramite,"NOTARIA NO 30"
1530,"300031","NOTARIA NO 31",C21_origen_tramite,"NOTARIA NO 31"
1531,"300032","NOTARIA NO 32",C21_origen_tramite,"NOTARIA NO 32"
1532,"300033","NOTARIA NO 33",C21_origen_tramite,"NOTARIA NO 33"
1533,"300034","NOTARIA NO 34",C21_origen_tramite,"NOTARIA NO 34"
1534,"300035","NOTARIA NO 35",C21_origen_tramite,"NOTARIA NO 35"
1535,"300036","NOTARIA NO 36",C21_origen_tramite,"NOTARIA NO 36"
1536,"300037","NOTARIA NO 37",C21_origen_tramite,"NOTARIA NO 37"
1537,"300038","NOTARIA NO 38",C21_origen_tramite,"NOTARIA NO 38"
1538,"300039","NOTARIA NO 39",C21_origen_tramite,"NOTARIA NO 39"
1539,"300040","NOTARIA NO 40",C21_origen_tramite,"NOTARIA NO 40"
1540,"300041","NOTARIA NO 41",C21_origen_tramite,"NOTARIA NO 41"
1541,"300042","NOTARIA NO 42",C21_origen_tramite,"NOTARIA NO 42"
1542,"300043","NOTARIA NO 43",C21_origen_tramite,"NOTARIA NO 43"
1543,"300044","NOTARIA NO 44",C21_origen_tramite,"NOTARIA NO 44"
1544,"300045","NOTARIA NO 45",C21_origen_tramite,"NOTARIA NO 45"
1545,"300046","NOTARIA NO 46",C21_origen_tramite,"NOTARIA NO 46"
1546,"300047","NOTARIA NO 47",C21_origen_tramite,"NOTARIA NO 47"
1547,"300048","NOTARIA NO 48",C21_origen_tramite,"NOTARIA NO 48"
1548,"300049","NOTARIA NO 49",C21_origen_tramite,"NOTARIA NO 49"
1549,"300050","NOTARIA NO 50",C21_origen_tramite,"NOTARIA NO 50"
1550,"300051","NOTARIA NO 51",C21_origen_tramite,"NOTARIA NO 51"
1551,"300052","NOTARIA NO 52",C21_origen_tramite,"NOTARIA NO 52"
1552,"300053","NOTARIA NO 53",C21_origen_tramite,"NOTARIA NO 53"
1553,"300054","NOTARIA NO 54",C21_origen_tramite,"NOTARIA NO 54"
1554,"300055","NOTARIA NO 55",C21_origen_tramite,"NOTARIA NO 55"
1555,"300056","NOTARIA NO 56",C21_origen_tramite,"NOTARIA NO 56"
1556,"300057","NOTARIA NO 57",C21_origen_tramite,"NOTARIA NO 57"
1557,"300058","NOTARIA NO 58",C21_origen_tramite,"NOTARIA NO 58"
1558,"300059","NOTARIA NO 59",C21_origen_tramite,"NOTARIA NO 59"
1559,"300060","NOTARIA NO 60",C21_origen_tramite,"NOTARIA NO 60"
1560,"300061","NOTARIA NO 61",C21_origen_tramite,"NOTARIA NO 61"
1561,"300062","NOTARIA NO 62",C21_origen_tramite,"NOTARIA NO 62"
1562,"300063","NOTARIA NO 63",C21_origen_tramite,"NOTARIA NO 63"
1563,"300064","NOTARIA NO 64",C21_origen_tramite,"NOTARIA NO 64"
1564,"300065","NOTARIA NO 65",C21_origen_tramite,"NOTARIA NO 65"
1565,"300066","NOTARIA NO 66",C21_origen_tramite,"NOTARIA NO 66"
1566,"300067","NOTARIA NO 67",C21_origen_tramite,"NOTARIA NO 67"
1567,"300068","NOTARIA NO 68",C21_origen_tramite,"NOTARIA NO 68"
1568,"300069","NOTARIA NO 69",C21_origen_tramite,"NOTARIA NO 69"
1569,"300070","NOTARIA NO 70",C21_origen_tramite,"NOTARIA NO 70"
1570,"300071","NOTARIA NO 71",C21_origen_tramite,"NOTARIA NO 71"
1571,"300072","NOTARIA NO 72",C21_origen_tramite,"NOTARIA NO 72"
1572,"300073","NOTARIA NO 73",C21_origen_tramite,"NOTARIA NO 73"
1573,"300074","NOTARIA NO 74",C21_origen_tramite,"NOTARIA NO 74"
1574,"300075","NOTARIA NO 75",C21_origen_tramite,"NOTARIA NO 75"
1575,"300076","NOTARIA NO 76",C21_origen_tramite,"NOTARIA NO 76"
1576,"300077","NOTARIA NO 77",C21_origen_tramite,"NOTARIA NO 77"
1577,"300078","NOTARIA NO 78",C21_origen_tramite,"NOTARIA NO 78"
1578,"300079","NOTARIA NO 79",C21_origen_tramite,"NOTARIA NO 79"
1579,"300080","NOTARIA NO 80",C21_origen_tramite,"NOTARIA NO 80"
1580,"300081","NOTARIA NO 81",C21_origen_tramite,"NOTARIA NO 81"
1581,"300082","NOTARIA NO 82",C21_origen_tramite,"NOTARIA NO 82"
1582,"300083","NOTARIA NO 83",C21_origen_tramite,"NOTARIA NO 83"
1583,"300084","NOTARIA NO 84",C21_origen_tramite,"NOTARIA NO 84"
1584,"300085","NOTARIA NO 85",C21_origen_tramite,"NOTARIA NO 85"
1585,"300086","NOTARIA NO 86",C21_origen_tramite,"NOTARIA NO 86"
1586,"300087","NOTARIA NO 87",C21_origen_tramite,"NOTARIA NO 87"
1587,"300088","NOTARIA NO 88",C21_origen_tramite,"NOTARIA NO 88"
1588,"300089","NOTARIA NO 89",C21_origen_tramite,"NOTARIA NO 89"
1589,"300090","NOTARIA NO 90",C21_origen_tramite,"NOTARIA NO 90"
1590,"300091","NOTARIA NO 91",C21_origen_tramite,"NOTARIA NO 91"
1591,"300092","NOTARIA NO 92",C21_origen_tramite,"NOTARIA NO 92"
1592,"300093","NOTARIA NO 93",C21_origen_tramite,"NOTARIA NO 93"
1593,"300094","NOTARIA NO 94",C21_origen_tramite,"NOTARIA NO 94"
1594,"300095","NOTARIA NO 95",C21_origen_tramite,"NOTARIA NO 95"
1595,"300096","NOTARIA NO 96",C21_origen_tramite,"NOTARIA NO 96"
1596,"300097","NOTARIA NO 97",C21_origen_tramite,"NOTARIA NO 97"
1597,"300098","NOTARIA NO 98",C21_origen_tramite,"NOTARIA NO 98"
1598,"300099","NOTARIA NO 99",C21_origen_tramite,"NOTARIA NO 99"
1599,"300100","NOTARIA NO 100",C21_origen_tramite,"NOTARIA NO 100"
1600,"300101","NOTARIA NO 101",C21_origen_tramite,"NOTARIA NO 101"
1601,"300102","NOTARIA NO 102",C21_origen_tramite,"NOTARIA NO 102"
1602,"300103","NOTARIA NO 103",C21_origen_tramite,"NOTARIA NO 103"
1603,"300104","NOTARIA NO 104",C21_origen_tramite,"NOTARIA NO 104"
1604,"300105","NOTARIA NO 105",C21_origen_tramite,"NOTARIA NO 105"
1605,"300106","NOTARIA NO 106",C21_origen_tramite,"NOTARIA NO 106"
1606,"300107","NOTARIA NO 107",C21_origen_tramite,"NOTARIA NO 107"
1607,"300108","NOTARIA NO 108",C21_origen_tramite,"NOTARIA NO 108"
1608,"300109","NOTARIA DE FE PUBLICA NRO 109",C21_origen_tramite,"NOTARIA DE FE PUBLICA NRO 109"
1609,"300110","NOTARIA NRO 110",C21_origen_tramite,"NOTARIA NRO 110"
1610,"300111","NOTARIA NRO 111",C21_origen_tramite,"NOTARIA NRO 111"
1611,"300112","NOTARIA NRO 112",C21_origen_tramite,"NOTARIA NRO 112"
1612,"300113","NOTARIA NRO 113",C21_origen_tramite,"NOTARIA NRO 113"
1613,"300114","NOTARIA NRO 114",C21_origen_tramite,"NOTARIA NRO 114"
1614,"301000","NOTARIA DE GOBIERNO",C21_origen_tramite,"NOTARIA DE GOBIERNO"
1615,"301001","NOTARIA DE MINAS",C21_origen_tramite,"NOTARIA DE MINAS"
1616,"301002","NOTARIA DE HACIENDA",C21_origen_tramite,"NOTARIA DE HACIENDA"
1617,"302000","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE"
1618,"302001","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 1",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 1"
1619,"302002","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 2",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 2"
1620,"302003","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 3",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 3"
1621,"302004","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 4",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 4"
1622,"302005","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 5",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 5"
1623,"302006","NOTARIA DE SEGUNDA CLASE NRO. 6",C21_origen_tramite,"NOTARIA DE SEGUNDA CLASE NRO. 6"
1624,"302007","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 7",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 7"
1625,"302008","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 8",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 8"
1626,"302009","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 9",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 9"
1627,"302010","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 10",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 10"
1628,"302011","NOTARIA DE FE PUBLICA DE SEGUNDA Y TERCERA CLASE NRO 1",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA Y TERCERA CLASE NRO 1"
1629,"302012","NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 9",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE SEGUNDA CLASE Nro 9"
1630,"303000","NOTARIA DE FE PUBLICA DE 3RA CLASE",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE 3RA CLASE"
1631,"310000","NOTARIA DE FE PUBLICA 3RA CLASE NRO 1",C21_origen_tramite,"NOTARIA DE FE PUBLICA 3RA CLASE NRO 1"
1632,"310002","NOTARIA DE FE PUBLICA 3RA CLASE NRO 2",C21_origen_tramite,"NOTARIA DE FE PUBLICA 3RA CLASE NRO 2"
1633,"310003","NOTARIA DE FE PUBLICA DE 3RA CLASE NRO. 3",C21_origen_tramite,"NOTARIA DE FE PUBLICA DE 3RA CLASE NRO. 3"
1634,"310004","NOTARIA DE FE PUBLICA 3RA CLASE NRO 4",C21_origen_tramite,"NOTARIA DE FE PUBLICA 3RA CLASE NRO 4"
1635,"310005","NOTARIA DE FE PUBLICA 3RA CLASE NRO 5",C21_origen_tramite,"NOTARIA DE FE PUBLICA 3RA CLASE NRO 5"
1636,"500001","SALA PENAL PRIMERA CORTE SUPREMA DE JUSTICIA",C21_origen_tramite,"SALA PENAL PRIMERA CORTE SUPREMA DE JUSTICIA"
1637,"500011","SALA CIVIL PRIMERA CORTE SUPERIOR DEL DISTRITO SANTA CRUZ",C21_origen_tramite,"SALA CIVIL PRIMERA CORTE SUPERIOR DEL DISTRITO SANTA CRUZ"
1638,"500012","SALA CIVIL SEGUNDA CORTE SUPERIOR DEL DISTRITO_SANTA CRUZ",C21_origen_tramite,"SALA CIVIL SEGUNDA CORTE SUPERIOR DEL DISTRITO_SANTA CRUZ"
1639,"500013","SALA CIVIL 3RA. DE LA CORTE SUPERIOR DEL DISTRITO",C21_origen_tramite,"SALA CIVIL 3RA. DE LA CORTE SUPERIOR DEL DISTRITO"
1640,"500014","SALA PENAL PRIMERA DEL TRIBUNAL DEPARTAMENTAL DE LA PAZ",C21_origen_tramite,"SALA PENAL PRIMERA DEL TRIBUNAL DEPARTAMENTAL DE LA PAZ"
1641,"500015","SALA CIVIL SEGUNDA DEL DISTRITO COCHABAMBA",C21_origen_tramite,"SALA CIVIL SEGUNDA DEL DISTRITO COCHABAMBA"
1642,"500101","SALA CIVIL LIQUIDADORA TRIBUNAL SUPREMO DE JUSTICIA",C21_origen_tramite,"SALA CIVIL LIQUIDADORA TRIBUNAL SUPREMO DE JUSTICIA"
1643,"501001","JUZGADO PRIMERO DE LA NIÑEZ Y ADOLESCENCIA",C21_origen_tramite,"JUZGADO PRIMERO DE LA NIÑEZ Y ADOLESCENCIA"
1644,"501002","JUZGADO SEGUNDO DE LA NIÑEZ Y ADOLESCENCIA",C21_origen_tramite,"JUZGADO SEGUNDO DE LA NIÑEZ Y ADOLESCENCIA"
1645,"501003","JUZGADO SEGUNDO DE PARTIDO Y SENTENCIA",C21_origen_tramite,"JUZGADO SEGUNDO DE PARTIDO Y SENTENCIA"
1646,"501004","JUZGADO DE PARTIDO Y SENTENCIA DE ACHACACHI",C21_origen_tramite,"JUZGADO DE PARTIDO Y SENTENCIA DE ACHACACHI"
1647,"501005","JUZGADO DE PARTIDO Y SENTENCIA DE PORTACHUELO",C21_origen_tramite,"JUZGADO DE PARTIDO Y SENTENCIA DE PORTACHUELO"
1648,"501006","JUZGADO QUINTO DE SENTENCIA EN LO PENAL DE LA CAPITAL",C21_origen_tramite,"JUZGADO QUINTO DE SENTENCIA EN LO PENAL DE LA CAPITAL"
1649,"503001","CORTE SUPERIOR DEL DISTRITO DE LA PAZ",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE LA PAZ"
1650,"503002","CORTE SUPERIOR DEL DISTRITO DE COCHABAMBA",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE COCHABAMBA"
1651,"503003","CORTE SUPERIOR DEL DISTRITO DE SANTA CRUZ",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE SANTA CRUZ"
1652,"503004","CORTE SUPERIOR DEL DISTRITO DE CUQUISACA",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE CUQUISACA"
1653,"503005","CORTE SUPERIOR DEL DISTRITO DE ORURO",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE ORURO"
1654,"503006","CORTE SUPERIOR DEL DISTRITO DE POTOSI",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE POTOSI"
1655,"503007","CORTE SUPERIOR DEL DISTRITO DE BENI",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE BENI"
1656,"503008","CORTE SUPERIOR DEL DISTRITO DE PANDO",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE PANDO"
1657,"503009","CORTE SUPERIOR DEL DISTRITO DE TARIJA",C21_origen_tramite,"CORTE SUPERIOR DEL DISTRITO DE TARIJA"
1658,"504002","JUZGADO SEGUNDO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUT",C21_origen_tramite,"JUZGADO SEGUNDO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUT"
1659,"504003","JUZGADO TERCERO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUT",C21_origen_tramite,"JUZGADO TERCERO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUT"
1660,"504004","JUZGADO CUARTO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUTA",C21_origen_tramite,"JUZGADO CUARTO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUTA"
1661,"504010","JUZGADO PRIMERO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUT",C21_origen_tramite,"JUZGADO PRIMERO DE PARTIDO ADMINISTRATIVO, COACTIVO, FISCAL Y TRIBUT"
1662,"505000","JUZGADO DE PARTIDO EN LO CIVIL - COMERCIAL",C21_origen_tramite,"JUZGADO DE PARTIDO EN LO CIVIL - COMERCIAL"
1663,"505001","JUZGADO PRIMERO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO PRIMERO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1664,"505002","JUZGADO SEGUNDO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO SEGUNDO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1665,"505003","JUZGADO TERCERO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO TERCERO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1666,"505004","JUZGADO CUARTO DE PARTIDO EN CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO CUARTO DE PARTIDO EN CIVIL Y COMERCIAL"
1667,"505005","JUZGADO QUINTO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO QUINTO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1668,"505006","JUZGADO SEXTO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO SEXTO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1669,"505007","JUZGADO SEPTIMO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO SEPTIMO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1670,"505008","JUZGADO OCTAVO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO OCTAVO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1671,"505009","JUZGADO NOVENO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO NOVENO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1672,"505010","JUZGADO DECIMO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO DECIMO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1673,"505011","JUZGADO DECIMO PRIMERO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO DECIMO PRIMERO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1674,"505012","JUZGADO DECIMO SEGUNDO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO DECIMO SEGUNDO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1675,"505013","JUZGADO DECIMO TERCERO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO DECIMO TERCERO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1676,"505014","JUZGADO DECIMO CUARTO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO DECIMO CUARTO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1677,"505015","JUZGADO DECIMO QUINTO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO DECIMO QUINTO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1678,"505101","JUZGADO SEPTIMO DE PARTIDO EN LO CIVIL Y COMERCIAL",C21_origen_tramite,"JUZGADO SEPTIMO DE PARTIDO EN LO CIVIL Y COMERCIAL"
1679,"506001","JUZGADO PRIMERO DE PARTIDO LABORAL",C21_origen_tramite,"JUZGADO PRIMERO DE PARTIDO LABORAL"
1680,"506002","JUZGADO SEGUNDO DE PARTIDO LABORAL",C21_origen_tramite,"JUZGADO SEGUNDO DE PARTIDO LABORAL"
1681,"506003","JUZGADO TERCERO DE PARTIDO LABORAL",C21_origen_tramite,"JUZGADO TERCERO DE PARTIDO LABORAL"
1682,"506004","JUZGADO CUARTO DE PARTIDO LABORAL",C21_origen_tramite,"JUZGADO CUARTO DE PARTIDO LABORAL"
1683,"506005","JUZGADO QUINTO DE PARTIDO LABORAL",C21_origen_tramite,"JUZGADO QUINTO DE PARTIDO LABORAL"
1684,"506006","JUZGADO SEXTO DE PARTIDO LABORAL",C21_origen_tramite,"JUZGADO SEXTO DE PARTIDO LABORAL"
1685,"506101","JUZGADO PRIMERO DEL TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO PRIMERO DEL TRABAJO Y SEGURIDAD SOCIAL"
1686,"506102","JUZGADO SEGUNDO DE PARTIDO DEL TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO SEGUNDO DE PARTIDO DEL TRABAJO Y SEGURIDAD SOCIAL"
1687,"506103","JUZGADO TERCERO DEL TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO TERCERO DEL TRABAJO Y SEGURIDAD SOCIAL"
1688,"506104","JUZGADO CUARTO DE PARTIDO DE TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO CUARTO DE PARTIDO DE TRABAJO Y SEGURIDAD SOCIAL"
1689,"506105","JUZGADO QUINTO DE TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO QUINTO DE TRABAJO Y SEGURIDAD SOCIAL"
1690,"506106","JUZGADO SEXTO DE TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO SEXTO DE TRABAJO Y SEGURIDAD SOCIAL"
1691,"506107","JUZGADO SEPTIMO DE TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO SEPTIMO DE TRABAJO Y SEGURIDAD SOCIAL"
1692,"506108","JUZGADO DE INSTRUCCION DISTRITO SEIS",C21_origen_tramite,"JUZGADO DE INSTRUCCION DISTRITO SEIS"
1693,"506109","JUZGADO OCTAVO DE PARTIDO DE TRABAJO Y SEGURIDAD SOCIAL",C21_origen_tramite,"JUZGADO OCTAVO DE PARTIDO DE TRABAJO Y SEGURIDAD SOCIAL"
1694,"506110","JUZGADO DE INSTRUCCION DISTRITO CUATRO",C21_origen_tramite,"JUZGADO DE INSTRUCCION DISTRITO CUATRO"
1695,"506111","JUZGADO DE PARTIDO MIXTO DEL TRABAJO Y SEGURIDAD SOCIAL Y ADMINIS",C21_origen_tramite,"JUZGADO DE PARTIDO MIXTO DEL TRABAJO Y SEGURIDAD SOCIAL Y ADMINIS"
1696,"506112","JUZGADO PUBLICO CIVIL Y COMERCIAL Nro 26",C21_origen_tramite,"JUZGADO PUBLICO CIVIL Y COMERCIAL Nro 26"
1697,"506113","JUZGADO PUBLICO CIVIL COMERCIAL Nro 23",C21_origen_tramite,"JUZGADO PUBLICO CIVIL COMERCIAL Nro 23"
1698,"506114","JUZGADO PUBLICO CIVIL Y COMERCIAL Nro 11",C21_origen_tramite,"JUZGADO PUBLICO CIVIL Y COMERCIAL Nro 11"
1699,"506115","JUZGADO PUBLICO CIVIL Y COMERCIAL 22",C21_origen_tramite,"JUZGADO PUBLICO CIVIL Y COMERCIAL 22"
